SerialNumber;ECID;OS Version;SaveDate;filename;path;;;;;
F18PVELUG5MT;0x1C0DA61008A426;12.3;Mon May 27 09:16:04 CEST 2019;7896306232632358_iPhone7,2_n61ap_12.3-16F156_b8f80115e203978685d50efdf230695e27710fe0.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F18PVELUG5MT/12.3/7896306232632358_iPhone7,2_n61ap_12.3-16F156_b8f80115e203978685d50efdf230695e27710fe0.shsh2
DX3XD1DXHFY8;0x1A71D201280026;12.3;Mon May 27 09:16:04 CEST 2019;7443496170946598_iPhone9,4_d111ap_12.3-16F156_55b457fedce05b8a018a221416afb73ae41a064f1527efc46e34c9e53ba015a1.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1DXHFY8/12.3/7443496170946598_iPhone9,4_d111ap_12.3-16F156_55b457fedce05b8a018a221416afb73ae41a064f1527efc46e34c9e53ba015a1.shsh2
DX3XD16XHFY8;0x15513201280026;12.3;Mon May 27 09:16:04 CEST 2019;6000249720537126_iPhone9,4_d111ap_12.3-16F156_90f0d3ea1f27afc6c5aaad8cbf629d5c142f10076a0ef5a980197e95f90fed27.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD16XHFY8/12.3/6000249720537126_iPhone9,4_d111ap_12.3-16F156_90f0d3ea1f27afc6c5aaad8cbf629d5c142f10076a0ef5a980197e95f90fed27.shsh2
DX3XD1FCHFY8;0x234912E680026;12.3;Mon May 27 09:16:05 CEST 2019;620748106891302_iPhone9,4_d111ap_12.3-16F156_9fb823e23280952e047bd34d8cb4628c236493c23c4e7868032ec46ec7fbc4f8.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1FCHFY8/12.3/620748106891302_iPhone9,4_d111ap_12.3-16F156_9fb823e23280952e047bd34d8cb4628c236493c23c4e7868032ec46ec7fbc4f8.shsh2
DMPT65HWG5YP;0x1104EE08510326;12.3;Mon May 27 09:16:05 CEST 2019;4790494992335654_iPad5,4_j82ap_12.3-16F156_48fae8c66067f201a248ecf59e84e8dfa0be9671.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DMPT65HWG5YP/12.3/4790494992335654_iPad5,4_j82ap_12.3-16F156_48fae8c66067f201a248ecf59e84e8dfa0be9671.shsh2
DNQQRWQ7GRY9;0x818C828F81C26;12.3;Mon May 27 09:16:06 CEST 2019;2279047773559846_iPhone8,1_n71map_12.3-16F156_6ddfef280b46806393d5be242c968bfc95efd4c1.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNQQRWQ7GRY9/12.3/2279047773559846_iPhone8,1_n71map_12.3-16F156_6ddfef280b46806393d5be242c968bfc95efd4c1.shsh2
FFMS96TKGRY9;0x1624D12041E3BA;12.3;Mon May 27 09:16:08 CEST 2019;6232930095588282_iPhone8,1_n71map_12.3-16F156_696e4c890fea1ff722780730ce8ff57b2a205798.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMS96TKGRY9/12.3/6232930095588282_iPhone8,1_n71map_12.3-16F156_696e4c890fea1ff722780730ce8ff57b2a205798.shsh2
C7JQ7WJVGRYC;0x11799E0078CC26;12.3;Mon May 27 09:16:45 CEST 2019;4918794123791398_iPhone8,1_n71map_12.3-16F156_87797089a2c08c7454e43969585d60471385dfa2.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C7JQ7WJVGRYC/12.3/4918794123791398_iPhone8,1_n71map_12.3-16F156_87797089a2c08c7454e43969585d60471385dfa2.shsh2
DX5V777FHTVL;0x14751C30F8CF26;12.3;Mon May 27 09:16:45 CEST 2019;5758263475359526_iPhone8,4_n69ap_12.3-16F156_9adb01050b382b365f28aa92261cd10c06ac5c4e.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX5V777FHTVL/12.3/5758263475359526_iPhone8,4_n69ap_12.3-16F156_9adb01050b382b365f28aa92261cd10c06ac5c4e.shsh2
C79P64UDG5MR;0x12119400E81826;12.3;Mon May 27 09:16:46 CEST 2019;5085876948834342_iPhone7,2_n61ap_12.3-16F156_f43f26e8aa4f36f6276ee580c91ec7f8f632d64c.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C79P64UDG5MR/12.3/5085876948834342_iPhone7,2_n61ap_12.3-16F156_f43f26e8aa4f36f6276ee580c91ec7f8f632d64c.shsh2
F17RL1CHGRYC;0x005B7C89C28A8;12.3;Mon May 27 09:16:46 CEST 2019;6286902831272_iPhone8,1_n71ap_12.3-16F156_787c7a5580fd51a4187905dc0296bad990e0430c.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1CHGRYC/12.3/6286902831272_iPhone8,1_n71ap_12.3-16F156_787c7a5580fd51a4187905dc0296bad990e0430c.shsh2
F17RL1MKGRYC;0x0038F8FB50AEC;12.3;Mon May 27 09:16:46 CEST 2019;3915126213356_iPhone8,1_n71ap_12.3-16F156_70456dc790513e3a4f90776345575900b2a55a77.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1MKGRYC/12.3/3915126213356_iPhone8,1_n71ap_12.3-16F156_70456dc790513e3a4f90776345575900b2a55a77.shsh2
DNRQTP1WGRYC;0x00475CB3BCB28;12.3;Mon May 27 09:16:46 CEST 2019;4903967378216_iPhone8,1_n71ap_12.3-16F156_09236ab651ee9bfba4a2687c39ecd9e521e7a541.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNRQTP1WGRYC/12.3/4903967378216_iPhone8,1_n71ap_12.3-16F156_09236ab651ee9bfba4a2687c39ecd9e521e7a541.shsh2
FFMRL3Z1GRYC;0x1E54C410F08226;12.3;Mon May 27 09:16:46 CEST 2019;8537450375840294_iPhone8,1_n71map_12.3-16F156_0106ae5dd4613c1423122a4dbe62638491c5a885.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMRL3Z1GRYC/12.3/8537450375840294_iPhone8,1_n71map_12.3-16F156_0106ae5dd4613c1423122a4dbe62638491c5a885.shsh2
F4GQP9CTGRYC;0x106564240BEC26;12.3;Mon May 27 09:16:46 CEST 2019;4615080403266598_iPhone8,1_n71map_12.3-16F156_31006ef8a9b64197267f14581d8b83c8f2e2ebbd.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F4GQP9CTGRYC/12.3/4615080403266598_iPhone8,1_n71map_12.3-16F156_31006ef8a9b64197267f14581d8b83c8f2e2ebbd.shsh2
F18PVELUG5MT;0x1C0DA61008A426;12.3;Mon May 27 09:16:46 CEST 2019;7896306232632358_iPhone7,2_n61ap_12.3-16F156_b8f80115e203978685d50efdf230695e27710fe0.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F18PVELUG5MT/12.3/7896306232632358_iPhone7,2_n61ap_12.3-16F156_b8f80115e203978685d50efdf230695e27710fe0.shsh2
DX3XD1DXHFY8;0x1A71D201280026;12.3;Mon May 27 09:16:46 CEST 2019;7443496170946598_iPhone9,4_d111ap_12.3-16F156_55b457fedce05b8a018a221416afb73ae41a064f1527efc46e34c9e53ba015a1.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1DXHFY8/12.3/7443496170946598_iPhone9,4_d111ap_12.3-16F156_55b457fedce05b8a018a221416afb73ae41a064f1527efc46e34c9e53ba015a1.shsh2
DX3XD16XHFY8;0x15513201280026;12.3;Mon May 27 09:16:46 CEST 2019;6000249720537126_iPhone9,4_d111ap_12.3-16F156_90f0d3ea1f27afc6c5aaad8cbf629d5c142f10076a0ef5a980197e95f90fed27.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD16XHFY8/12.3/6000249720537126_iPhone9,4_d111ap_12.3-16F156_90f0d3ea1f27afc6c5aaad8cbf629d5c142f10076a0ef5a980197e95f90fed27.shsh2
DX3XD1FCHFY8;0x234912E680026;12.3;Mon May 27 09:16:46 CEST 2019;620748106891302_iPhone9,4_d111ap_12.3-16F156_9fb823e23280952e047bd34d8cb4628c236493c23c4e7868032ec46ec7fbc4f8.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1FCHFY8/12.3/620748106891302_iPhone9,4_d111ap_12.3-16F156_9fb823e23280952e047bd34d8cb4628c236493c23c4e7868032ec46ec7fbc4f8.shsh2
DMPT65HWG5YP;0x1104EE08510326;12.3;Mon May 27 09:16:46 CEST 2019;4790494992335654_iPad5,4_j82ap_12.3-16F156_48fae8c66067f201a248ecf59e84e8dfa0be9671.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DMPT65HWG5YP/12.3/4790494992335654_iPad5,4_j82ap_12.3-16F156_48fae8c66067f201a248ecf59e84e8dfa0be9671.shsh2
DNQQRWQ7GRY9;0x818C828F81C26;12.3;Mon May 27 09:16:48 CEST 2019;2279047773559846_iPhone8,1_n71map_12.3-16F156_a4ffcc8c6685572a0851abe467d76cceac645b5d.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNQQRWQ7GRY9/12.3/2279047773559846_iPhone8,1_n71map_12.3-16F156_a4ffcc8c6685572a0851abe467d76cceac645b5d.shsh2
FFMS96TKGRY9;0x1624D12041E3BA;12.3;Mon May 27 09:16:50 CEST 2019;6232930095588282_iPhone8,1_n71map_12.3-16F156_9339bd3748a7977c5b8708b8d3d5927f9b935c33.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMS96TKGRY9/12.3/6232930095588282_iPhone8,1_n71map_12.3-16F156_9339bd3748a7977c5b8708b8d3d5927f9b935c33.shsh2
C7JQ7WJVGRYC;0x11799E0078CC26;12.3;Mon May 27 09:23:02 CEST 2019;4918794123791398_iPhone8,1_n71map_12.3-16F156_59a5aa80cf312ebd22ddd9cbf52d667e607bdbd9.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C7JQ7WJVGRYC/12.3/4918794123791398_iPhone8,1_n71map_12.3-16F156_59a5aa80cf312ebd22ddd9cbf52d667e607bdbd9.shsh2
DX5V777FHTVL;0x14751C30F8CF26;12.3;Mon May 27 09:23:04 CEST 2019;5758263475359526_iPhone8,4_n69ap_12.3-16F156_e46a5fa7c4421cf5c2b71ce530575e83150bfb8e.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX5V777FHTVL/12.3/5758263475359526_iPhone8,4_n69ap_12.3-16F156_e46a5fa7c4421cf5c2b71ce530575e83150bfb8e.shsh2
C79P64UDG5MR;0x12119400E81826;12.3;Mon May 27 09:23:05 CEST 2019;5085876948834342_iPhone7,2_n61ap_12.3-16F156_5453890890cb383d8967aa78133d63fe5d6b2a93.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C79P64UDG5MR/12.3/5085876948834342_iPhone7,2_n61ap_12.3-16F156_5453890890cb383d8967aa78133d63fe5d6b2a93.shsh2
F17RL1CHGRYC;0x005B7C89C28A8;12.3;Mon May 27 09:23:07 CEST 2019;6286902831272_iPhone8,1_n71ap_12.3-16F156_a958d9070461baa2a3802b8e6f4fc9c6980e140d.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1CHGRYC/12.3/6286902831272_iPhone8,1_n71ap_12.3-16F156_a958d9070461baa2a3802b8e6f4fc9c6980e140d.shsh2
F17RL1MKGRYC;0x0038F8FB50AEC;12.3;Mon May 27 09:23:10 CEST 2019;3915126213356_iPhone8,1_n71ap_12.3-16F156_d4e791bedeca079c8cb40f51d8f066aa0c06e479.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1MKGRYC/12.3/3915126213356_iPhone8,1_n71ap_12.3-16F156_d4e791bedeca079c8cb40f51d8f066aa0c06e479.shsh2
DNRQTP1WGRYC;0x00475CB3BCB28;12.3;Mon May 27 09:23:11 CEST 2019;4903967378216_iPhone8,1_n71ap_12.3-16F156_722c71722a607c26259b88fa5a23449acfa14e0b.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNRQTP1WGRYC/12.3/4903967378216_iPhone8,1_n71ap_12.3-16F156_722c71722a607c26259b88fa5a23449acfa14e0b.shsh2
FFMRL3Z1GRYC;0x1E54C410F08226;12.3;Mon May 27 09:23:13 CEST 2019;8537450375840294_iPhone8,1_n71map_12.3-16F156_7aaaa03f0ac27e4b03d61b8f1adf7e23ac7e3b42.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMRL3Z1GRYC/12.3/8537450375840294_iPhone8,1_n71map_12.3-16F156_7aaaa03f0ac27e4b03d61b8f1adf7e23ac7e3b42.shsh2
F4GQP9CTGRYC;0x106564240BEC26;12.3;Mon May 27 09:23:14 CEST 2019;4615080403266598_iPhone8,1_n71map_12.3-16F156_c4343d8a948b46ea5310d8169ee790ede31d608d.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F4GQP9CTGRYC/12.3/4615080403266598_iPhone8,1_n71map_12.3-16F156_c4343d8a948b46ea5310d8169ee790ede31d608d.shsh2
F18PVELUG5MT;0x1C0DA61008A426;12.3;Mon May 27 09:23:16 CEST 2019;7896306232632358_iPhone7,2_n61ap_12.3-16F156_3e83960ac06ef48476872d8d68c48e9d33c40d37.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F18PVELUG5MT/12.3/7896306232632358_iPhone7,2_n61ap_12.3-16F156_3e83960ac06ef48476872d8d68c48e9d33c40d37.shsh2
DX3XD1DXHFY8;0x1A71D201280026;12.3;Mon May 27 09:23:18 CEST 2019;7443496170946598_iPhone9,4_d111ap_12.3-16F156_b2569b54f0697b371c3d3a8893ba70ad27a091916d9240ceb932edb9d69f4c71.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1DXHFY8/12.3/7443496170946598_iPhone9,4_d111ap_12.3-16F156_b2569b54f0697b371c3d3a8893ba70ad27a091916d9240ceb932edb9d69f4c71.shsh2
DX3XD16XHFY8;0x15513201280026;12.3;Mon May 27 09:23:19 CEST 2019;6000249720537126_iPhone9,4_d111ap_12.3-16F156_2f85fb5cbd1c3be5948b3e8c7053f417e6b607892a9a0fae3c08af44bf482e15.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD16XHFY8/12.3/6000249720537126_iPhone9,4_d111ap_12.3-16F156_2f85fb5cbd1c3be5948b3e8c7053f417e6b607892a9a0fae3c08af44bf482e15.shsh2
DX3XD1FCHFY8;0x234912E680026;12.3;Mon May 27 09:23:21 CEST 2019;620748106891302_iPhone9,4_d111ap_12.3-16F156_1867cf45d4423c09a8da13b5659381615fd894b3bc3c8126d8082420436ea975.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1FCHFY8/12.3/620748106891302_iPhone9,4_d111ap_12.3-16F156_1867cf45d4423c09a8da13b5659381615fd894b3bc3c8126d8082420436ea975.shsh2
DMPT65HWG5YP;0x1104EE08510326;12.3;Mon May 27 09:23:23 CEST 2019;4790494992335654_iPad5,4_j82ap_12.3-16F156_6727ad3d0ee2059bb2284814d397e351e36cfbc8.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DMPT65HWG5YP/12.3/4790494992335654_iPad5,4_j82ap_12.3-16F156_6727ad3d0ee2059bb2284814d397e351e36cfbc8.shsh2
DNQQRWQ7GRY9;0x818C828F81C26;12.3;Mon May 27 09:23:25 CEST 2019;2279047773559846_iPhone8,1_n71map_12.3-16F156_80e3ad929fbaa9ce262e3623e5e49940539b00eb.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNQQRWQ7GRY9/12.3/2279047773559846_iPhone8,1_n71map_12.3-16F156_80e3ad929fbaa9ce262e3623e5e49940539b00eb.shsh2
FFMS96TKGRY9;0x1624D12041E3BA;12.3;Mon May 27 09:23:26 CEST 2019;6232930095588282_iPhone8,1_n71map_12.3-16F156_f1d32192dc3b9b3675d548494c3e840bd6a7197e.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMS96TKGRY9/12.3/6232930095588282_iPhone8,1_n71map_12.3-16F156_f1d32192dc3b9b3675d548494c3e840bd6a7197e.shsh2
C7JQ7WJVGRYC;0x11799E0078CC26;12.3;Mon May 27 10:06:42 CEST 2019;4918794123791398_iPhone8,1_n71map_12.3-16F156_0b3c6b665d135c8de49e0831fa03c1469c47fde1.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C7JQ7WJVGRYC/12.3/4918794123791398_iPhone8,1_n71map_12.3-16F156_0b3c6b665d135c8de49e0831fa03c1469c47fde1.shsh2
DX5V777FHTVL;0x14751C30F8CF26;12.3;Mon May 27 10:06:43 CEST 2019;5758263475359526_iPhone8,4_n69ap_12.3-16F156_3aad83c1c5ebe58a2d228a0d92c5afb269eeca59.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX5V777FHTVL/12.3/5758263475359526_iPhone8,4_n69ap_12.3-16F156_3aad83c1c5ebe58a2d228a0d92c5afb269eeca59.shsh2
C79P64UDG5MR;0x12119400E81826;12.3;Mon May 27 10:06:45 CEST 2019;5085876948834342_iPhone7,2_n61ap_12.3-16F156_06a74eb213d0101777a5dc687ae170c80d420005.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/C79P64UDG5MR/12.3/5085876948834342_iPhone7,2_n61ap_12.3-16F156_06a74eb213d0101777a5dc687ae170c80d420005.shsh2
F17RL1CHGRYC;0x005B7C89C28A8;12.3;Mon May 27 10:06:46 CEST 2019;6286902831272_iPhone8,1_n71ap_12.3-16F156_8d0cbccea0c3b3281a0a212c2fe4635428346a61.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1CHGRYC/12.3/6286902831272_iPhone8,1_n71ap_12.3-16F156_8d0cbccea0c3b3281a0a212c2fe4635428346a61.shsh2
F17RL1MKGRYC;0x0038F8FB50AEC;12.3;Mon May 27 10:06:48 CEST 2019;3915126213356_iPhone8,1_n71ap_12.3-16F156_171352ab87a7b62ab7212fc5d409d7f5a0579ebf.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17RL1MKGRYC/12.3/3915126213356_iPhone8,1_n71ap_12.3-16F156_171352ab87a7b62ab7212fc5d409d7f5a0579ebf.shsh2
DNRQTP1WGRYC;0x00475CB3BCB28;12.3;Mon May 27 10:06:50 CEST 2019;4903967378216_iPhone8,1_n71ap_12.3-16F156_c82064d12f359323c08509be4307fc8208dba0df.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNRQTP1WGRYC/12.3/4903967378216_iPhone8,1_n71ap_12.3-16F156_c82064d12f359323c08509be4307fc8208dba0df.shsh2
FFMRL3Z1GRYC;0x1E54C410F08226;12.3;Mon May 27 10:06:51 CEST 2019;8537450375840294_iPhone8,1_n71map_12.3-16F156_facc43fd6691b8164259448f508a2f6f615d0236.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMRL3Z1GRYC/12.3/8537450375840294_iPhone8,1_n71map_12.3-16F156_facc43fd6691b8164259448f508a2f6f615d0236.shsh2
F4GQP9CTGRYC;0x106564240BEC26;12.3;Mon May 27 10:06:53 CEST 2019;4615080403266598_iPhone8,1_n71map_12.3-16F156_e31dfc577ece3d315cd697e3d70df4dedc2c973e.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F4GQP9CTGRYC/12.3/4615080403266598_iPhone8,1_n71map_12.3-16F156_e31dfc577ece3d315cd697e3d70df4dedc2c973e.shsh2
F18PVELUG5MT;0x1C0DA61008A426;12.3;Mon May 27 10:06:54 CEST 2019;7896306232632358_iPhone7,2_n61ap_12.3-16F156_a3ac8b8f3b5bea2daf4231c691467556e09bf02f.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F18PVELUG5MT/12.3/7896306232632358_iPhone7,2_n61ap_12.3-16F156_a3ac8b8f3b5bea2daf4231c691467556e09bf02f.shsh2
DX3XD1DXHFY8;0x1A71D201280026;12.3;Mon May 27 10:06:56 CEST 2019;7443496170946598_iPhone9,4_d111ap_12.3-16F156_0e92fb5626bc8dc1c0b5e2d670360680cd3cf3bce9ab13462f10eaf4d7e907e7.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1DXHFY8/12.3/7443496170946598_iPhone9,4_d111ap_12.3-16F156_0e92fb5626bc8dc1c0b5e2d670360680cd3cf3bce9ab13462f10eaf4d7e907e7.shsh2
DX3XD16XHFY8;0x15513201280026;12.3;Mon May 27 10:06:58 CEST 2019;6000249720537126_iPhone9,4_d111ap_12.3-16F156_0cdcdabb807880a19683180c16b37e4610f83542eaca51a17f0b5cffb8657ac4.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD16XHFY8/12.3/6000249720537126_iPhone9,4_d111ap_12.3-16F156_0cdcdabb807880a19683180c16b37e4610f83542eaca51a17f0b5cffb8657ac4.shsh2
DX3XD1FCHFY8;0x234912E680026;12.3;Mon May 27 10:06:59 CEST 2019;620748106891302_iPhone9,4_d111ap_12.3-16F156_4f9f5332db1a7d30b7fa3ec3da1fae7688a26d528e251766afe63d19ac377fda.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3XD1FCHFY8/12.3/620748106891302_iPhone9,4_d111ap_12.3-16F156_4f9f5332db1a7d30b7fa3ec3da1fae7688a26d528e251766afe63d19ac377fda.shsh2
DMPT65HWG5YP;0x1104EE08510326;12.3;Mon May 27 10:07:01 CEST 2019;4790494992335654_iPad5,4_j82ap_12.3-16F156_6234921722810ff3e0dbf364c99157a69250de29.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DMPT65HWG5YP/12.3/4790494992335654_iPad5,4_j82ap_12.3-16F156_6234921722810ff3e0dbf364c99157a69250de29.shsh2
DNQQRWQ7GRY9;0x818C828F81C26;12.3;Mon May 27 10:07:02 CEST 2019;2279047773559846_iPhone8,1_n71map_12.3-16F156_18cce81399bbc9fd72997413c7ac3cdf3698cf84.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNQQRWQ7GRY9/12.3/2279047773559846_iPhone8,1_n71map_12.3-16F156_18cce81399bbc9fd72997413c7ac3cdf3698cf84.shsh2
FFMS96TKGRY9;0x1624D12041E3BA;12.3;Mon May 27 10:07:04 CEST 2019;6232930095588282_iPhone8,1_n71map_12.3-16F156_591c35020db7495e9a4a227d90f1f5194e4426ad.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMS96TKGRY9/12.3/6232930095588282_iPhone8,1_n71map_12.3-16F156_591c35020db7495e9a4a227d90f1f5194e4426ad.shsh2
F4GQN657GRYC;0x0030E2E81B3AC;12.3;Mon May 27 10:07:06 CEST 2019;3359444677548_iPhone8,1_n71ap_12.3-16F156_3dc1e055894c4f4b5bc681976c9c1874e7f933f1.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F4GQN657GRYC/12.3/3359444677548_iPhone8,1_n71ap_12.3-16F156_3dc1e055894c4f4b5bc681976c9c1874e7f933f1.shsh2
F78PM2ZDG5MT;0xA29490053C426;12.3;Mon May 27 10:07:09 CEST 2019;2860143281947686_iPhone7,2_n61ap_12.3-16F156_7279d1933d0ffeddac3bab9549cad5c4b1ee5963.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F78PM2ZDG5MT/12.3/2860143281947686_iPhone7,2_n61ap_12.3-16F156_7279d1933d0ffeddac3bab9549cad5c4b1ee5963.shsh2
FFMRLAJ1GRYC;0x4141938BB8226;12.3;Mon May 27 10:07:10 CEST 2019;1147998465393190_iPhone8,1_n71map_12.3-16F156_1d4ffe98a06b65a7390c10abdd6cce89ac2be292.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FFMRLAJ1GRYC/12.3/1147998465393190_iPhone8,1_n71map_12.3-16F156_1d4ffe98a06b65a7390c10abdd6cce89ac2be292.shsh2
F18PVFA8G5MT;0xC195E2844C426;12.3;Mon May 27 10:07:12 CEST 2019;3405591913743398_iPhone7,2_n61ap_12.3-16F156_3cb7b7f702771651fa6a09c3e6992be9ea93d3db.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F18PVFA8G5MT/12.3/3405591913743398_iPhone7,2_n61ap_12.3-16F156_3cb7b7f702771651fa6a09c3e6992be9ea93d3db.shsh2
DNPM3W2JFFG9;0x0004CCE706814;12.3;Mon May 27 10:07:15 CEST 2019;329880987668_iPhone6,2_n53ap_12.3-16F156_9f112cc68e359abfbdcd5a76b76b4cb910d00627.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DNPM3W2JFFG9/12.3/329880987668_iPhone6,2_n53ap_12.3-16F156_9f112cc68e359abfbdcd5a76b76b4cb910d00627.shsh2
DX3NXBNCFFG9;0x0050D899B90F0;12.3;Mon May 27 10:07:16 CEST 2019;5555701387504_iPhone6,2_n53ap_12.3-16F156_51aaee52939da1ec370be71510cd65f8d6aa532e.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/DX3NXBNCFFG9/12.3/5555701387504_iPhone6,2_n53ap_12.3-16F156_51aaee52939da1ec370be71510cd65f8d6aa532e.shsh2
F17QXARQGRY9;0x569EA24041C26;12.3;Mon May 27 10:07:18 CEST 2019;1523829231066150_iPhone8,1_n71map_12.3-16F156_a7df2eb49fe47cacc76d3a91f9f646903d853382.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F17QXARQGRY9/12.3/1523829231066150_iPhone8,1_n71map_12.3-16F156_a7df2eb49fe47cacc76d3a91f9f646903d853382.shsh2
F78PPMGZG5MR;0x1559A42844C426;12.3;Mon May 27 10:07:20 CEST 2019;6009536096027686_iPhone7,2_n61ap_12.3-16F156_665a907210eff2e882cbd8da6c67f6ad881ca277.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/F78PPMGZG5MR/12.3/6009536096027686_iPhone7,2_n61ap_12.3-16F156_665a907210eff2e882cbd8da6c67f6ad881ca277.shsh2
FK3QQ569GRY9;0x1A18DA280BEC26;12.3;Mon May 27 10:07:23 CEST 2019;7345674648284198_iPhone8,1_n71map_12.3-16F156_fffd8219b20370fb9ef874ca97ff11e89245453f.shsh2;/Users/Niels/Dropbox/UCB/Scriptz/Final_For_Farm/BlobSave/FK3QQ569GRY9/12.3/7345674648284198_iPhone8,1_n71map_12.3-16F156_fffd8219b20370fb9ef874ca97ff11e89245453f.shsh2
